Code	ObjType	sf_AltName	ShortName	sf_Enum	sf_HierIndent	Notes	f_OutputFormNum	f_OutputFormTime	f_OutputFormText
Code	FI	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	FI	Нет	Название	Нет	Нет			По умолчанию	Лево
f_Group	FI	Нет	Группа	Нет	Нет			По умолчанию	Лево
Notes	FI	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Source	FI	Нет	Условие	Нет	Нет			По умолчанию	Лево
f_UniId	FI	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	FO	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	FO	Нет	Название	Нет	Нет			По умолчанию	Лево
f_Group	FO	Нет	Группа	Нет	Нет			По умолчанию	Лево
Notes	FO	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Source	FO	Нет	Формула	Нет	Нет			По умолчанию	Лево
f_ExecAfterSched	FO	Нет	Автоматически выполнять в Гантте работ после расчёта расписания	Нет	Нет			По умолчанию	Лево
f_CalcAfterCalc	FO	Нет	Автоматически выполнять в Гантте работ после расчёта затрат	Нет	Нет			По умолчанию	Лево
f_ApplyAfterMonFact	FO	Нет	Автоматически выполнять в Архиве Исполнения после внесения учёта	Нет	Нет			По умолчанию	Лево
f_UniId	FO	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	TR	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	TR	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	TR	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ObjName	TR	Нет	Название отчёта	Нет	Нет			По умолчанию	Лево
ObjCode	TR	Нет	Код отчёта	Нет	Нет			По умолчанию	Лево
Version	TR	Нет	Версия отчёта	Нет	Нет			По умолчанию	Лево
Start	TR	Нет	Начало	Нет	Нет			По умолчанию	Лево
Fin	TR	Нет	Окончание	Нет	Нет			По умолчанию	Лево
RowCol	TR	Нет	Расположение строк и колонок	Нет	Нет			По умолчанию	Лево
FromTo	TR	Нет	За заданный период	Нет	Нет			По умолчанию	Лево
AskVer	TR	Нет	Запрашивать версию и период	Нет	Нет			По умолчанию	Лево
DelBlankRow	TR	Нет	Удалять пустые строки	Нет	Нет			По умолчанию	Лево
f_DelOnlyChildBlankRow	TR	Нет	Удалять пустые строки только второго уровня	Нет	Нет			По умолчанию	Лево
DelBlankCol	TR	Нет	Удалять пустые колонки	Нет	Нет			По умолчанию	Лево
AddFields	TR	Нет	Дополнительные поля	Нет	Нет			По умолчанию	Лево
Width	TR	Нет	Ширина колонок с данными	Нет	Нет			По умолчанию	Лево
Height	TR	Нет	Высота диаграммы	Нет	Нет			По умолчанию	Лево
RowLines	TR	Нет	Число строк в ячейках	Нет	Нет			По умолчанию	Лево
ChooseCol	TR	Нет	Заданные цвета строк	Нет	Нет			По умолчанию	Лево
AutoFit	TR	Нет	Автоподбор ширины колонок	Нет	Нет			По умолчанию	Лево
ExpandCenters	TR	Нет	Разворачивать центры	Нет	Нет			По умолчанию	Лево
StartVar	TR	Нет	Смещение начала	Нет	Нет			По умолчанию	Лево
FinVar	TR	Нет	Смещение окончания	Нет	Нет			По умолчанию	Лево
sf_SeparateDate	TR	Нет	Даты в отдельной колонке	Нет	Нет			По умолчанию	Лево
sf_OnlyTop	TR	Нет	По объектам верхнего уровня	Нет	Нет			По умолчанию	Лево
sf_ShowDigits	TR	Нет	Показывать значения	Нет	Нет			По умолчанию	Лево
sf_ShowGraphs	TR	Нет	Показывать графики	Нет	Нет			По умолчанию	Лево
f_ShowScaleDigits	TR	Нет	Показывать значения на шкале	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	TR	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
f_PrintTemplate	TR	Нет	Шаблон печати	Нет	Нет			По умолчанию	Лево
f_NameInTemplate	TR	Нет	Вставлять название объекта в название отчёта	Нет	Нет			По умолчанию	Лево
f_FullColName	TR	Нет	Составные имена колонок	Нет	Нет			По умолчанию	Лево
f_ShowParName	TR	Нет	Показывать название показателя	Нет	Нет			По умолчанию	Лево
f_MoveColors	TR	Нет	Переносить цвета	Нет	Нет			По умолчанию	Лево
f_SameColor	TR	Нет	Один цвет для разных частей тренда	Нет	Нет			По умолчанию	Лево
ContentCodes	TR	Нет	Показатели	Нет	Нет			По умолчанию	Лево
f_UniId	TR	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	P	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	P	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	P	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	P	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
ObjCode	P	Нет	Код проекта	Нет	Нет			По умолчанию	Лево
Version	P	Нет	Версия проекта	Нет	Нет			По умолчанию	Лево
Location	P	Нет	Местоположение	Нет	Нет			По умолчанию	Лево
BusinessUnit	P	Нет	Бизнес единица	Нет	Нет			По умолчанию	Лево
BudgetUnit	P	Нет	Бюджетная единица	Нет	Нет			По умолчанию	Лево
Curator	P	Нет	Куратор	Нет	Нет			По умолчанию	Лево
Person	P	Нет	Менеджер	Нет	Нет			По умолчанию	Лево
TechMan	P	Нет	Технический руководитель	Нет	Нет			По умолчанию	Лево
ProjType	P	Нет	Тип проекта	Нет	Нет			По умолчанию	Лево
Descr	P	Нет	Краткое описание	Нет	Нет			По умолчанию	Лево
Stage	P	Нет	Статус	Нет	Нет			По умолчанию	Лево
Prior	P	Нет	Приоритет	Нет	Нет			По умолчанию	Лево
CurTime	P	Нет	Текущее время проекта	Нет	Нет			По умолчанию	Лево
NPV	P	Нет	Чистый Дисконтированный Доход (ЧДД)	Нет	Нет			По умолчанию	Лево
NPV_Plan	P	Нет	Чистый Дисконтированный Доход (ЧДД) [План]	Нет	Нет			По умолчанию	Лево
IRR	P	Нет	Внутренняя Норма Доходности (ВНД)	Нет	Нет			По умолчанию	Лево
MIRR	P	Нет	Модифицированная Внутренняя Норма Доходности (МВНД)	Нет	Нет			По умолчанию	Лево
PayBackMoment	P	Нет	Срок окупаемости	Нет	Нет			По умолчанию	Лево
Cost	P	Нет	Затраты	Нет	Нет			По умолчанию	Лево
Start	P	Нет	Начало	Нет	Нет			По умолчанию	Лево
Fin	P	Нет	Окончание	Нет	Нет			По умолчанию	Лево
TimeCreation	P	Нет	Дата составления	Нет	Нет			По умолчанию	Лево
TimeUpdate	P	Нет	Дата обновления	Нет	Нет			По умолчанию	Лево
f_RowColor	P	Нет	Цвет фона	Нет	Нет			По умолчанию	Лево
f_FontColor	P	Нет	Цвет текста	Нет	Нет			По умолчанию	Лево
Color	P	Нет	Цвет графика	Нет	Нет			По умолчанию	Лево
f_UniId	P	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	ER	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	ER	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	ER	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ObjName	ER	Нет	Название отчёта	Нет	Нет			По умолчанию	Лево
ObjCode	ER	Нет	Код отчёта	Нет	Нет			По умолчанию	Лево
Version	ER	Нет	Версия отчёта	Нет	Нет			По умолчанию	Лево
PFactor	ER	Нет	Коэффициент исполнения	Нет	Нет			По умолчанию	Лево
PFDef	ER	Нет	Коэффициент исполнения по умолчанию	Нет	Нет			По умолчанию	Лево
Period	ER	Нет	Период	Нет	Нет			По умолчанию	Лево
DurPlan	ER	Нет	Пользовательский период, Длительность	Нет	Нет			По умолчанию	Лево
StartDir	ER	Нет	Пользовательский период, Граница	Нет	Нет			По умолчанию	Лево
RowCol	ER	Нет	Расположение строк и колонок	Нет	Нет			По умолчанию	Лево
AskVer	ER	Нет	Запрашивать версию	Нет	Нет			По умолчанию	Лево
DelBlankRow	ER	Нет	Удалять пустые строки	Нет	Нет			По умолчанию	Лево
f_DelOnlyChildBlankRow	ER	Нет	Удалять пустые строки только второго уровня	Нет	Нет			По умолчанию	Лево
DelBlankCol	ER	Нет	Удалять пустые колонки	Нет	Нет			По умолчанию	Лево
HighFact	ER	Нет	Выделять исполнение	Нет	Нет			По умолчанию	Лево
AddFields	ER	Нет	Дополнительные поля	Нет	Нет			По умолчанию	Лево
Width	ER	Нет	Ширина колонок с данными	Нет	Нет			По умолчанию	Лево
Height	ER	Нет	Высота диаграммы	Нет	Нет			По умолчанию	Лево
RowLines	ER	Нет	Число строк в ячейках	Нет	Нет			По умолчанию	Лево
ChooseCol	ER	Нет	Заданные цвета строк	Нет	Нет			По умолчанию	Лево
AutoFit	ER	Нет	Автоподбор ширины колонок	Нет	Нет			По умолчанию	Лево
NoSumHier	ER	Нет	По объектам нижнего уровня	Нет	Нет			По умолчанию	Лево
ExpandCenters	ER	Нет	Разворачивать центры	Нет	Нет			По умолчанию	Лево
sf_WeekLastDay	ER	Нет	В названии колонки использовать последний день недели (месяца)	Нет	Нет			По умолчанию	Лево
sf_SeparateDate	ER	Нет	Даты в отдельной колонке	Нет	Нет			По умолчанию	Лево
sf_OnlyTop	ER	Нет	По объектам верхнего уровня	Нет	Нет			По умолчанию	Лево
sf_ShowDigits	ER	Нет	Показывать значения	Нет	Нет			По умолчанию	Лево
sf_ShowGraphs	ER	Нет	Показывать графики	Нет	Нет			По умолчанию	Лево
f_ShowScaleDigits	ER	Нет	Показывать значения на шкале	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	ER	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
f_PrintTemplate	ER	Нет	Шаблон печати	Нет	Нет			По умолчанию	Лево
f_NameInTemplate	ER	Нет	Вставлять название объекта в название отчёта	Нет	Нет			По умолчанию	Лево
f_FullColName	ER	Нет	Составные имена колонок	Нет	Нет			По умолчанию	Лево
f_ShowParName	ER	Нет	Показывать название показателя	Нет	Нет			По умолчанию	Лево
f_MoveColors	ER	Нет	Переносить цвета	Нет	Нет			По умолчанию	Лево
f_PeriodUser	ER	Нет	Пользовательский период	Нет	Нет			По умолчанию	Лево
ContentCodes	ER	Нет	Показатели	Нет	Нет			По умолчанию	Лево
f_PSVR_method	ER	Нет	Метод расчёта освоенного объёма для внеплановых работ	Нет	Нет			По умолчанию	Лево
f_UniId	ER	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
OperCode	AC	Нет	Код проекта	Нет	Нет			По умолчанию	Лево
ResCode	AC	Нет	Код ресурса	Нет	Нет			По умолчанию	Лево
OperName	AC	Нет	Название проекта	Нет	Нет			По умолчанию	Лево
ResName	AC	Нет	Название ресурса	Нет	Нет			По умолчанию	Лево
NumPlan	AC	Нет	Количество [План]	Нет	Нет			По умолчанию	Лево
Type	AC	Нет	Тип	Нет	Нет			По умолчанию	Лево
AsapStart	AC	Нет	Начало [КМР]	Нет	Нет			По умолчанию	Лево
AsapFin	AC	Нет	Окончание [КМР]	Нет	Нет			По умолчанию	Лево
AlapStart	AC	Нет	Начало [КМП]	Нет	Нет			По умолчанию	Лево
AlapFin	AC	Нет	Окончание [КМП]	Нет	Нет			По умолчанию	Лево
Reserv	AC	Нет	Резерв полный, Часы	Нет	Нет			По умолчанию	Лево
ReservD	AC	Нет	Резерв полный, Дни	Нет	Нет			По умолчанию	Лево
WorkLoadPlan	AC	Нет	Трудоёмкость [План]	Нет	Нет			По умолчанию	Лево
f_UniId	AC	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	TD	Нет	Код объекта	Нет	Нет			По умолчанию	Лево
ObjName	TD	Нет	Название объекта	Нет	Нет			По умолчанию	Лево
ParCode	TD	Нет	Код показателя	Нет	Нет			По умолчанию	Лево
ParName	TD	Нет	Название показателя	Нет	Нет			По умолчанию	Лево
Notes	TD	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ContrValue	TD	Нет	Базовое значение	Нет	Нет			По умолчанию	Лево
Values	TD	Нет	Значения	Нет	Нет			По умолчанию	Лево
f_UniId	TD	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	DR	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	DR	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	DR	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ObjName	DR	Нет	Название отчёта	Нет	Нет			По умолчанию	Лево
ObjCode	DR	Нет	Код отчёта	Нет	Нет			По умолчанию	Лево
Version	DR	Нет	Версия отчёта	Нет	Нет			По умолчанию	Лево
Start	DR	Нет	Начало	Нет	Нет			По умолчанию	Лево
Fin	DR	Нет	Окончание	Нет	Нет			По умолчанию	Лево
RowCol	DR	Нет	Расположение строк и колонок	Нет	Нет			По умолчанию	Лево
FromTo	DR	Нет	За заданный период	Нет	Нет			По умолчанию	Лево
AskVer	DR	Нет	Запрашивать версию и период	Нет	Нет			По умолчанию	Лево
DelBlankRow	DR	Нет	Удалять пустые строки	Нет	Нет			По умолчанию	Лево
f_DelOnlyChildBlankRow	DR	Нет	Удалять пустые строки только второго уровня	Нет	Нет			По умолчанию	Лево
DelBlankCol	DR	Нет	Удалять пустые колонки	Нет	Нет			По умолчанию	Лево
AddFields	DR	Нет	Дополнительные поля	Нет	Нет			По умолчанию	Лево
Width	DR	Нет	Ширина колонок с данными	Нет	Нет			По умолчанию	Лево
Height	DR	Нет	Высота диаграммы	Нет	Нет			По умолчанию	Лево
RowLines	DR	Нет	Число строк в ячейках	Нет	Нет			По умолчанию	Лево
ChooseCol	DR	Нет	Заданные цвета строк	Нет	Нет			По умолчанию	Лево
AutoFit	DR	Нет	Автоподбор ширины колонок	Нет	Нет			По умолчанию	Лево
ExpandCenters	DR	Нет	Разворачивать центры	Нет	Нет			По умолчанию	Лево
ShowNumber	DR	Нет	Показывать базовое значение	Нет	Нет			По умолчанию	Лево
StartVar	DR	Нет	Смещение начала	Нет	Нет			По умолчанию	Лево
FinVar	DR	Нет	Смещение окончания	Нет	Нет			По умолчанию	Лево
sf_SeparateDate	DR	Нет	Даты в отдельной колонке	Нет	Нет			По умолчанию	Лево
sf_OnlyTop	DR	Нет	По объектам верхнего уровня	Нет	Нет			По умолчанию	Лево
sf_ShowDigits	DR	Нет	Показывать значения	Нет	Нет			По умолчанию	Лево
sf_ShowGraphs	DR	Нет	Показывать графики	Нет	Нет			По умолчанию	Лево
f_ShowScaleDigits	DR	Нет	Показывать значения на шкале	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	DR	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
f_PrintTemplate	DR	Нет	Шаблон печати	Нет	Нет			По умолчанию	Лево
f_NameInTemplate	DR	Нет	Вставлять название объекта в название отчёта	Нет	Нет			По умолчанию	Лево
f_FullColName	DR	Нет	Составные имена колонок	Нет	Нет			По умолчанию	Лево
f_ShowParName	DR	Нет	Показывать название показателя	Нет	Нет			По умолчанию	Лево
f_MoveColors	DR	Нет	Переносить цвета	Нет	Нет			По умолчанию	Лево
f_SameColor	DR	Нет	Один цвет для разных частей тренда	Нет	Нет			По умолчанию	Лево
ContentCodes	DR	Нет	Показатели	Нет	Нет			По умолчанию	Лево
f_UniId	DR	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
OperCode	AT	Нет	Код операции	Нет	Нет			По умолчанию	Лево
Code	AT	Нет	Код	Нет	Нет			По умолчанию	Лево
OperName	AT	Нет	Название операции	Нет	Нет			По умолчанию	Лево
Name	AT	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	AT	Нет	Тип	Нет	Нет			По умолчанию	Лево
Notes	AT	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
DurPlan	AT	Нет	Длительность, Часы [План]	Нет	Нет			По умолчанию	Лево
DurPlanD	AT	Нет	Длительность, Дни [План]	Нет	Нет			По умолчанию	Лево
NumDays	AT	Нет	Количество дней работы [План]	Нет	Нет			По умолчанию	Лево
VolPlan	AT	Нет	Объём [План]	Нет	Нет			По умолчанию	Лево
AssIndex	AT	Нет	Индекс	Нет	Нет			По умолчанию	Лево
AsapStart	AT	Нет	Начало [КМР]	Нет	Нет			По умолчанию	Лево
AsapFin	AT	Нет	Окончание [КМР]	Нет	Нет			По умолчанию	Лево
AlapStart	AT	Нет	Начало [КМП]	Нет	Нет			По умолчанию	Лево
AlapFin	AT	Нет	Окончание [КМП]	Нет	Нет			По умолчанию	Лево
Reserv	AT	Нет	Резерв полный, Часы	Нет	Нет			По умолчанию	Лево
ReservD	AT	Нет	Резерв полный, Дни	Нет	Нет			По умолчанию	Лево
FixPercent	AT	Нет	% объёма [для команд]	Нет	Нет			По умолчанию	Лево
UnitPercent	AT	Нет	Фиксированный объём / Фиксированный процент объёма [для команд]	Нет	Нет			По умолчанию	Лево
Fixed	AT	Нет	Фиксированная [для команд]	Нет	Нет			По умолчанию	Лево
TargetStart	AT	Нет	Начало [Критическое]	Нет	Нет			По умолчанию	Лево
TargetFin	AT	Нет	Окончание [Критическое]	Нет	Нет			По умолчанию	Лево
CostPlan	AT	Нет	Общая стоимость [План]	Нет	Нет			По умолчанию	Лево
CostFact	AT	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
CostTotal	AT	Нет	Общая стоимость [Итог]	Нет	Нет			По умолчанию	Лево
Prior	AT	Нет	Приоритет	Нет	Нет			По умолчанию	Лево
f_OperType	AT	Нет	Тип операции	Нет	Нет			По умолчанию	Лево
f_UseCalen	AT	Нет	Использовать календарь	Нет	Нет			По умолчанию	Лево
Calen	AT	Нет	Календарь	Нет	Нет			По умолчанию	Лево
f_UniId	AT	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
OperCode	AM	Нет	Код операции	Нет	Нет			По умолчанию	Лево
Code	AM	Нет	Код	Нет	Нет			По умолчанию	Лево
OperName	AM	Нет	Название операции	Нет	Нет			По умолчанию	Лево
Name	AM	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	AM	Нет	Тип	Нет	Нет			По умолчанию	Лево
Notes	AM	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Number	AM	Нет	Количество	Нет	Нет			По умолчанию	Лево
NumPlan	AM	Нет	Количество [План]	Нет	Нет			По умолчанию	Лево
VolPlan	AM	Нет	Объём [План]	Нет	Нет			По умолчанию	Лево
Prod	AM	Нет	Производительность	Нет	Нет			По умолчанию	Лево
Load	AM	Нет	Загрузка	Нет	Нет			По умолчанию	Лево
Prior	AM	Нет	Приоритет	Нет	Нет			По умолчанию	Лево
Variable	AM	Нет	Переменные количество и загрузка	Нет	Нет			По умолчанию	Лево
NumberMin	AM	Нет	Количество [Минимум]	Нет	Нет			По умолчанию	Лево
LoadMin	AM	Нет	Загрузка [Минимум]	Нет	Нет			По умолчанию	Лево
AssIndex	AM	Нет	Индекс	Нет	Нет			По умолчанию	Лево
Unit	AM	Нет	Единица объёма	Нет	Нет			По умолчанию	Лево
CostPlan	AM	Нет	Общая стоимость [План]	Нет	Нет			По умолчанию	Лево
CostFact	AM	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
CostTotal	AM	Нет	Общая стоимость [Итог]	Нет	Нет			По умолчанию	Лево
f_OperType	AM	Нет	Тип операции	Нет	Нет			По умолчанию	Лево
f_ResType	AM	Нет	Тип мультиресурса	Нет	Нет			По умолчанию	Лево
TeamCode	AM	Нет	Код команды	Нет	Нет			По умолчанию	Лево
f_UniId	AM	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
OperCode	AP	Нет	Код операции	Нет	Нет			По умолчанию	Лево
Code	AP	Нет	Код	Нет	Нет			По умолчанию	Лево
OperName	AP	Нет	Название операции	Нет	Нет			По умолчанию	Лево
Name	AP	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	AP	Нет	Тип	Нет	Нет			По умолчанию	Лево
Notes	AP	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
DPH	AP	Нет	Тип ДПГ	Нет	Нет			По умолчанию	Лево
Number	AP	Нет	Количество	Нет	Нет			По умолчанию	Лево
Prod	AP	Нет	Производительность	Нет	Нет			По умолчанию	Лево
Load	AP	Нет	Загрузка	Нет	Нет			По умолчанию	Лево
AssIndex	AP	Нет	Индекс	Нет	Нет			По умолчанию	Лево
CostPlan	AP	Нет	Общая стоимость [План]	Нет	Нет			По умолчанию	Лево
CostFact	AP	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
CostTotal	AP	Нет	Общая стоимость [Итог]	Нет	Нет			По умолчанию	Лево
f_OperType	AP	Нет	Тип операции	Нет	Нет			По умолчанию	Лево
f_ResType	AP	Нет	Тип роли ресурсов	Нет	Нет			По умолчанию	Лево
TeamCode	AP	Нет	Код команды	Нет	Нет			По умолчанию	Лево
f_UniId	AP	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	UF	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	UF	Нет	Название	Нет	Нет			По умолчанию	Лево
ShortName	UF	Нет	Имя для колонок	Нет	Нет			По умолчанию	Лево
Notes	UF	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Width	UF	Нет	Ширина колонок с данными	Нет	Нет			По умолчанию	Лево
sf_HierIndent	UF	Нет	Иерархические отступы	Нет	Нет			По умолчанию	Лево
sf_Reference	UF	Нет	Для назначений значение берётся из	Нет	Нет			По умолчанию	Лево
f_ValueFromGantt	UF	Нет	Для фактических периодов значение берётся из Гантта работ	Нет	Нет			По умолчанию	Лево
Type	UF	Нет	Тип	Нет	Нет			По умолчанию	Лево
sf_SumOper	UF	Нет	Суммировать на операциях по назначениям	Нет	Нет			По умолчанию	Лево
sf_SumPhase	UF	Нет	Суммировать на фазах по операциям	Нет	Нет			По умолчанию	Лево
f_SumPhase2	UF	Нет	Суммировать на фазах по фазам нижнего уровня	Нет	Нет			По умолчанию	Лево
sf_SumRes	UF	Нет	Суммировать на ресурсах по назначениям	Нет	Нет			По умолчанию	Лево
sf_SumDep	UF	Нет	Суммировать на подразделениях по ресурсам	Нет	Нет			По умолчанию	Лево
f_SumPhase	UF	Нет	Суммировать на группах материалов по материалам	Нет	Нет			По умолчанию	Лево
sf_Enum	UF	Нет	Перечислимое	Нет	Нет			По умолчанию	Лево
sf_TypeSignal	UF	Нет	Тип - сигнал	Нет	Нет			По умолчанию	Лево
sf_SignalCode	UF	Нет	Код сигнала	Нет	Нет			По умолчанию	Лево
sf_SignalName	UF	Нет	Название сигнала	Нет	Нет			По умолчанию	Лево
sf_Marker	UF	Нет	Маркер	Нет	Нет			По умолчанию	Лево
ByFormula	UF	Нет	Считать по формуле	Нет	Нет			По умолчанию	Лево
Formula	UF	Нет	Формула	Нет	Нет			По умолчанию	Лево
AutoFill	UF	Нет	Автоматически заполнять в учёте	Нет	Нет			По умолчанию	Лево
f_IsCode	UF	Нет	Значения являются кодами	Нет	Нет			По умолчанию	Лево
f_IsLink	UF	Нет	Ссылка (URL)	Нет	Нет			По умолчанию	Лево
f_IsColor	UF	Нет	Является цветом	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	UF	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
f_OutputFormTime	UF	Нет	Формат даты-времени	Нет	Нет			По умолчанию	Лево
f_OutputFormText	UF	Нет	Выравнивание	Нет	Нет			По умолчанию	Лево
ContentCodes	UF	Нет	Таблицы [коды]	Нет	Нет			По умолчанию	Лево
ContentNames	UF	Нет	Таблицы [названия]	Нет	Нет			По умолчанию	Лево
f_DoMC	UF	Нет	Проводить анализ Монте-Карло	Нет	Нет			По умолчанию	Лево
f_UniId	UF	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	MS	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	MS	Нет	Название	Нет	Нет			По умолчанию	Лево
Type	MS	Нет	Тип	Нет	Нет			По умолчанию	Лево
ShortName	MS	Нет	Имя для колонок	Нет	Нет			По умолчанию	Лево
Notes	MS	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Folder	MS	Нет	Ссылки на документы, сайты, папки (URL)	Нет	Нет			По умолчанию	Лево
Unit	MS	Нет	Единица измерения	Нет	Нет			По умолчанию	Лево
f_pln_Supply	MS	Нет	Поставки [План]	Нет	Нет			По умолчанию	Лево
f_pln_Consum	MS	Нет	Расходы [План]	Нет	Нет			По умолчанию	Лево
f_pln_Total	MS	Нет	Всего [План]	Нет	Нет			По умолчанию	Лево
f_act_Supply	MS	Нет	Поставки [Факт]	Нет	Нет			По умолчанию	Лево
f_act_Consum	MS	Нет	Расходы [Факт]	Нет	Нет			По умолчанию	Лево
f_act_Total	MS	Нет	Всего [Факт]	Нет	Нет			По умолчанию	Лево
f_sum_Supply	MS	Нет	Поставки [Итог]	Нет	Нет			По умолчанию	Лево
f_sum_Consum	MS	Нет	Расходы [Итог]	Нет	Нет			По умолчанию	Лево
f_sum_Total	MS	Нет	Всего [Итог]	Нет	Нет			По умолчанию	Лево
f_OutputFormNum	MS	Нет	Десятичных знаков	Нет	Нет			По умолчанию	Лево
ContentCodes	MS	Нет	Состав [Количество и коды]	Нет	Нет			По умолчанию	Лево
ContentNames	MS	Нет	Состав [Названия]	Нет	Нет			По умолчанию	Лево
f_DoMC	MS	Нет	Проводить анализ Монте-Карло	Нет	Нет			По умолчанию	Лево
f_UseInSched	MS	Нет	Использовать при расчётах	Нет	Нет			По умолчанию	Лево
f_UniId	MS	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	SM	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	SM	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	SM	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
ContentCodes	SM	Нет	Состав [Интервалы и цвета]	Нет	Нет			По умолчанию	Лево
f_UniId	SM	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
Code	CF	Нет	Код	Нет	Нет			По умолчанию	Лево
Name	CF	Нет	Название	Нет	Нет			По умолчанию	Лево
Notes	CF	Нет	Комментарии	Нет	Нет			По умолчанию	Лево
Source	CF	Нет	Конфигурация	Нет	Нет			По умолчанию	Лево
f_UniId	CF	Нет	Идентификатор	Нет	Нет			По умолчанию	Лево
ObjCode	MC	Нет	Код объекта	Нет	Нет			По умолчанию	Лево
StructCode	MC	Нет	Код структуры	Нет	Нет			По умолчанию	Лево
Start	MC	Нет	Начало	Нет	Нет			По умолчанию	Лево
Fin	MC	Нет	Окончание	Нет	Нет			По умолчанию	Лево
DurPlan	MC	Нет	Длительность, Часы [План]	Нет	Нет			По умолчанию	Лево
DurPlanD	MC	Нет	Длительность, Дни [План]	Нет	Нет			По умолчанию	Лево
DurSum	MC	Нет	Длительность, Часы [Итог]	Нет	Нет			По умолчанию	Лево
DurSumD	MC	Нет	Длительность, Дни [Итог]	Нет	Нет			По умолчанию	Лево
NumDays	MC	Нет	Количество дней работы [План]	Нет	Нет			По умолчанию	Лево
NumDaysSum	MC	Нет	Количество дней работы [Итог]	Нет	Нет			По умолчанию	Лево
CostTotal	MC	Нет	Общая стоимость [Итог]	Нет	Нет			По умолчанию	Лево
CostPlan	MC	Нет	Общая стоимость [План]	Нет	Нет			По умолчанию	Лево
CostFact	MC	Нет	Общая стоимость [Факт]	Нет	Нет			По умолчанию	Лево
WorkLoadSum	MC	Нет	Трудоёмкость [Итог]	Нет	Нет			По умолчанию	Лево
WorkLoadPlan	MC	Нет	Трудоёмкость [План]	Нет	Нет			По умолчанию	Лево
WorkLoadFact	MC	Нет	Трудоёмкость [Факт]	Нет	Нет			По умолчанию	Лево
VolPlan	MC	Нет	Объём [План]	Нет	Нет			По умолчанию	Лево
VolFact	MC	Нет	Объём [Факт]	Нет	Нет			По умолчанию	Лево
VolSum	MC	Нет	Объём [Итог]	Нет	Нет			По умолчанию	Лево
Reserv	MC	Нет	Резерв полный, Часы	Нет	Нет			По умолчанию	Лево
